Date,Open,High,Low,Close,Volume
2021-12-27,106.97,106.69,106.04,106.37,159969002
2021-12-28,106.85,107.57,105.71,106.64,56236030
2021-12-29,108.25,108.66,107.67,108.17,109202932
2021-12-30,104.5,105.54,104.47,105.0,92479829
2021-12-31,105.71,106.13,106.1,106.12,132833590
2022-01-03,105.61,105.55,104.32,104.93,61412525
2022-01-04,106.92,106.1,106.09,106.1,59817716
2022-01-05,104.59,105.22,104.23,104.72,124327275
2022-01-06,101.43,101.53,101.29,101.41,95070428
2022-01-07,98.03,98.61,98.42,98.52,43229126
2022-01-10,99.3,99.07,98.29,98.68,64635735
2022-01-11,99.58,99.5,98.94,99.22,93601134
2022-01-12,98.71,99.37,96.0,97.68,112122848
2022-01-13,98.42,99.48,98.29,98.89,61117435
2022-01-14,95.81,96.31,95.7,96.01,24997780
2022-01-17,96.09,96.69,95.25,95.97,98867316
2022-01-18,94.28,94.29,93.62,93.95,49223008
2022-01-19,92.82,94.1,91.75,92.93,35785898
2022-01-20,92.64,93.45,92.71,93.08,25830580
2022-01-21,92.15,91.82,91.61,91.71,111061242
2022-01-24,91.51,91.59,90.71,91.15,84431151
2022-01-25,92.42,94.45,91.3,92.88,73275542
2022-01-26,92.66,93.11,90.87,91.99,139784113
2022-01-27,94.03,94.65,92.24,93.44,103484238
2022-01-28,91.68,91.76,91.48,91.62,153087470
2022-01-31,92.6,94.3,90.83,92.56,45942713
2022-02-01,95.33,97.33,92.75,95.04,79096544
2022-02-02,90.47,91.51,90.26,90.89,42005648
2022-02-03,89.67,90.14,89.17,89.66,73166415
2022-02-04,89.61,92.42,88.9,90.66,72605675
2022-02-07,90.83,90.93,89.87,90.4,103041817
2022-02-08,90.31,91.85,90.3,91.08,81672307
2022-02-09,90.89,90.77,89.56,90.16,102909740
2022-02-10,90.21,90.54,90.21,90.37,106257510
2022-02-11,90.09,90.65,89.73,90.19,189893029
2022-02-14,91.85,94.13,90.19,92.16,70694712
2022-02-15,92.51,93.4,91.91,92.66,55041110
2022-02-16,94.01,94.37,92.21,93.29,88492950
2022-02-17,91.43,92.92,92.44,92.68,58182081
2022-02-18,92.57,94.0,89.88,91.94,145078322
2022-02-21,91.46,92.2,90.39,91.29,71607672
2022-02-22,91.42,94.53,89.5,92.02,63960064
2022-02-23,90.86,91.67,91.11,91.39,66417671
2022-02-24,92.77,93.04,90.85,91.94,106896001
2022-02-25,94.96,97.47,93.43,95.45,75293262
2022-02-28,96.42,98.31,95.74,97.02,62042691
2022-03-01,97.12,97.05,96.01,96.53,156120822
2022-03-02,98.88,99.19,98.2,98.7,56941333
2022-03-03,97.55,98.16,97.94,98.05,81346342
2022-03-04,94.64,97.23,91.83,94.53,104106238
2022-03-07,92.38,94.4,91.38,92.89,41760687
2022-03-08,90.37,90.08,89.59,89.84,97182790
2022-03-09,89.85,89.79,88.89,89.34,52585813
2022-03-10,89.7,90.49,88.39,89.44,111452952
2022-03-11,92.39,92.31,92.12,92.21,54566985
2022-03-14,93.71,93.14,92.52,92.83,105804923
2022-03-15,92.54,92.93,92.15,92.54,124813755
2022-03-16,93.39,94.27,93.72,93.99,113189573
2022-03-17,90.55,90.66,89.99,90.33,88678378
2022-03-18,91.81,91.39,90.17,90.78,73110285
2022-03-21,91.61,92.48,91.75,92.12,63683252
2022-03-22,89.56,90.1,89.37,89.74,144445650
2022-03-23,91.86,91.69,91.63,91.66,60624030
2022-03-24,92.26,93.41,91.17,92.29,52966678
2022-03-25,91.19,91.72,91.62,91.67,104651629
2022-03-28,93.35,94.57,91.01,92.79,58325227
2022-03-29,97.87,97.97,95.34,96.66,54842423
2022-03-30,97.15,98.0,96.1,97.05,45017339
2022-03-31,97.09,98.25,96.87,97.56,66110362
2022-04-01,96.02,97.46,96.21,96.83,77587275
2022-04-04,95.56,96.85,94.01,95.43,88387108
2022-04-05,97.51,99.17,94.7,96.93,117332518
2022-04-06,95.76,98.75,92.28,95.52,99012748
2022-04-07,95.71,96.81,94.62,95.72,74302199
2022-04-08,94.67,95.2,94.74,94.97,74084858
2022-04-11,95.3,95.92,95.81,95.86,98351955
2022-04-12,96.95,96.81,96.22,96.52,133422062
2022-04-13,98.88,98.95,97.84,98.4,84353400
2022-04-14,96.76,98.25,96.89,97.57,66475742
2022-04-15,98.01,97.76,96.59,97.18,53911458
2022-04-18,95.84,95.63,95.45,95.54,44988519
2022-04-19,95.57,95.06,94.65,94.85,104689341
2022-04-20,94.88,95.73,95.42,95.57,101056609
2022-04-21,96.24,97.16,96.75,96.95,101031752
2022-04-22,95.34,96.59,94.25,95.42,76174416
2022-04-25,97.25,97.61,96.37,96.99,140789144
2022-04-26,100.4,102.59,96.28,99.43,66078408
2022-04-27,100.64,100.96,99.54,100.25,117518660
2022-04-28,103.59,103.94,103.5,103.72,78964018
2022-04-29,101.79,102.38,102.34,102.36,62875031
2022-05-02,100.81,100.57,99.73,100.15,101646546
2022-05-03,96.52,98.2,95.84,97.02,94475816
2022-05-04,100.59,100.73,98.69,99.71,92506466
2022-05-05,100.81,101.81,100.12,100.97,82847437
2022-05-06,101.81,101.39,100.5,100.95,78990864
2022-05-09,101.91,102.6,100.47,101.54,208478983
2022-05-10,99.49,101.04,98.08,99.56,128791149
2022-05-11,103.73,104.73,103.32,104.02,107084709
2022-05-12,104.16,105.32,103.38,104.35,83865062
2022-05-13,104.88,105.71,103.56,104.64,119983270
2022-05-16,106.13,106.67,105.5,106.09,98660765
2022-05-17,106.75,107.93,106.25,107.09,81042308
2022-05-18,107.51,108.21,107.01,107.61,71027257
2022-05-19,106.21,106.9,105.43,106.16,77643086
2022-05-20,105.92,107.65,106.65,107.15,22563174
2022-05-23,111.14,111.82,109.91,110.86,87245831
2022-05-24,113.04,114.56,112.71,113.64,65963331
2022-05-25,116.26,118.49,115.49,116.99,151647301
2022-05-26,114.95,116.89,115.12,116.0,80820210
2022-05-27,112.93,114.46,113.6,114.03,49844296
2022-05-30,113.03,115.18,112.55,113.86,78613023
2022-05-31,113.63,114.1,114.04,114.07,52775180
2022-06-01,117.63,117.52,115.3,116.41,96916754
2022-06-02,112.63,113.15,112.76,112.95,90095335
2022-06-03,116.27,117.09,115.22,116.15,117639550
2022-06-06,116.17,116.76,115.07,115.92,58447956
2022-06-07,115.2,115.3,114.94,115.12,81295663
2022-06-08,113.07,114.08,112.15,113.11,46454843
2022-06-09,109.13,110.2,109.47,109.83,106174859
2022-06-10,112.42,113.83,109.27,111.55,98695358
2022-06-13,112.88,112.04,111.53,111.79,97788936
2022-06-14,108.29,109.28,109.28,109.28,80249220
2022-06-15,106.23,107.76,105.88,106.82,94670136
2022-06-16,106.1,107.02,105.5,106.26,152356791
2022-06-17,108.97,110.65,108.43,109.54,71553952
2022-06-20,109.41,111.01,107.22,109.11,84770492
2022-06-21,105.83,107.12,105.37,106.25,51937388
2022-06-22,107.1,106.74,104.98,105.86,56666604
2022-06-23,106.11,106.5,104.36,105.43,83397201
2022-06-24,100.51,101.29,99.5,100.39,124718956
2022-06-27,100.93,100.59,100.17,100.38,72383408
2022-06-28,100.64,100.33,99.75,100.04,72975431
2022-06-29,101.07,103.57,99.18,101.37,68151648
2022-06-30,104.37,105.55,104.11,104.83,64753436
2022-07-01,107.08,108.47,105.61,107.04,90240472
2022-07-04,107.1,106.67,106.54,106.61,44061499
2022-07-05,104.65,104.88,104.25,104.57,133869476
2022-07-06,108.56,111.1,107.89,109.5,61455941
2022-07-07,109.22,111.25,108.15,109.7,107045163
2022-07-08,109.77,113.4,106.23,109.81,48254544
2022-07-11,109.81,110.07,109.64,109.85,104797036
2022-07-12,111.51,112.48,108.19,110.33,104927253
2022-07-13,109.31,111.61,108.66,110.14,93519528
2022-07-14,109.38,109.33,108.84,109.09,53877773
2022-07-15,108.97,108.67,107.53,108.1,88615671
2022-07-18,109.45,109.07,107.18,108.12,49962212
2022-07-19,106.92,108.28,106.03,107.15,72485325
2022-07-20,106.14,106.41,105.32,105.86,121056173
2022-07-21,106.48,106.73,105.57,106.15,110296281
2022-07-22,105.86,106.96,104.54,105.75,80685801
2022-07-25,108.64,111.94,105.46,108.7,54302312
2022-07-26,103.84,104.03,103.16,103.6,103826841
2022-07-27,104.27,106.3,105.13,105.71,80821412
2022-07-28,108.57,108.2,108.14,108.17,31701474
2022-07-29,104.29,106.21,102.23,104.22,109677185
2022-08-01,103.54,104.44,102.88,103.66,79423659
2022-08-02,104.19,103.51,102.59,103.05,129731890
2022-08-03,100.15,101.09,99.95,100.52,51747764
2022-08-04,98.98,99.36,99.03,99.19,22506584
2022-08-05,98.34,98.15,96.43,97.29,89668809
2022-08-08,99.99,101.65,99.22,100.44,90117548
2022-08-09,101.91,102.21,102.21,102.21,40781183
2022-08-10,104.55,104.64,104.62,104.63,54222156
2022-08-11,106.55,106.45,105.7,106.07,241429266
2022-08-12,104.12,104.18,103.83,104.0,70969144
2022-08-15,102.38,104.02,102.18,103.1,107433605
2022-08-16,103.8,105.07,103.12,104.09,61819911
2022-08-17,101.55,102.61,101.16,101.89,34756558
2022-08-18,103.23,103.62,102.94,103.28,74917397
2022-08-19,103.15,104.41,101.42,102.91,72113958
2022-08-22,102.53,103.21,101.4,102.3,68342931
2022-08-23,102.7,104.22,103.16,103.69,76602760
2022-08-24,105.2,105.59,103.62,104.6,89138982
2022-08-25,104.15,104.3,103.71,104.01,75523409
2022-08-26,107.06,106.48,106.04,106.26,48370347
2022-08-29,104.53,105.24,103.32,104.28,97413359
2022-08-30,106.15,105.67,105.36,105.52,36772149
2022-08-31,107.0,107.18,106.28,106.73,35316365
2022-09-01,106.99,106.34,106.1,106.22,107787493
2022-09-02,107.23,107.23,106.62,106.93,98228613
2022-09-05,104.55,105.26,103.95,104.61,78377061
2022-09-06,107.74,109.23,103.63,106.43,45892882
2022-09-07,106.67,106.31,106.01,106.16,60420295
2022-09-08,105.57,106.86,103.63,105.25,72196440
2022-09-09,106.58,108.39,106.24,107.32,42356921
2022-09-12,105.31,107.15,104.94,106.04,59672899
2022-09-13,103.6,104.82,102.06,103.44,104107245
2022-09-14,100.7,100.72,100.53,100.62,141941015
2022-09-15,101.46,102.02,101.59,101.8,67810397
2022-09-16,99.61,100.2,98.87,99.54,108536311
2022-09-19,103.64,103.11,102.41,102.76,37295229
2022-09-20,99.36,99.65,98.33,98.99,104404203
2022-09-21,101.47,103.42,100.77,102.09,58143266
2022-09-22,102.5,102.72,102.41,102.56,90688239
2022-09-23,102.02,102.97,101.97,102.47,72630756
2022-09-26,101.33,101.54,101.54,101.54,136000021
2022-09-27,102.13,103.02,101.69,102.35,56526818
2022-09-28,102.1,103.96,100.77,102.37,103082739
2022-09-29,103.77,107.07,101.89,104.48,71714033
2022-09-30,104.71,105.4,104.16,104.78,75276443
2022-10-03,104.83,106.53,103.76,105.15,74511083
2022-10-04,102.89,105.12,103.97,104.54,57180915
2022-10-05,105.68,104.69,104.35,104.52,79746260
2022-10-06,105.8,105.7,104.67,105.18,78212552
2022-10-07,101.82,103.63,100.43,102.03,88321674
2022-10-10,99.65,99.99,99.28,99.63,82954436
2022-10-11,100.41,101.38,100.72,101.05,110353324
2022-10-12,102.37,102.12,100.76,101.44,116035118
2022-10-13,102.22,102.43,99.94,101.18,52680223
2022-10-14,101.38,102.44,100.16,101.3,113522203
2022-10-17,102.58,102.1,101.93,102.01,49896700
2022-10-18,101.2,101.84,100.37,101.1,101456668
2022-10-19,99.05,100.92,98.61,99.77,102758847
2022-10-20,99.98,101.88,98.52,100.2,37336174
2022-10-21,98.59,99.39,97.65,98.52,83236099
2022-10-24,99.07,99.72,98.91,99.32,66492622
2022-10-25,96.24,97.29,95.42,96.35,59203658
2022-10-26,98.17,99.14,97.29,98.22,137665987
2022-10-27,99.09,100.34,97.93,99.13,61745295
2022-10-28,99.69,100.95,98.39,99.67,58086813
2022-10-31,100.93,103.31,99.71,101.51,82662612
2022-11-01,104.23,105.65,103.62,104.63,105501517
2022-11-02,105.89,107.36,105.89,106.63,75779666
2022-11-03,103.72,103.55,102.81,103.18,127873009
2022-11-04,99.74,101.54,100.23,100.89,99174379
2022-11-07,100.45,100.42,99.25,99.83,33555638
2022-11-08,100.71,100.13,99.78,99.96,64890592
2022-11-09,100.81,101.01,100.93,100.97,64055673
2022-11-10,98.33,100.81,98.65,99.73,97147828
2022-11-11,99.95,100.95,99.35,100.15,28066104
2022-11-14,98.83,99.41,98.32,98.87,222314562
2022-11-15,97.32,98.1,97.61,97.86,99176379
2022-11-16,95.19,96.48,94.43,95.46,85118139
2022-11-17,94.72,96.55,91.35,93.95,128652700
2022-11-18,92.07,91.93,91.55,91.74,204783037
2022-11-21,89.75,92.55,87.85,90.2,113611882
2022-11-22,91.19,92.76,91.2,91.98,117215565
2022-11-23,90.32,90.5,90.46,90.48,84501176
2022-11-24,94.73,95.11,94.57,94.84,75783390
2022-11-25,96.02,95.78,95.74,95.76,66298764
2022-11-28,95.88,96.72,95.59,96.16,57630079
2022-11-29,95.01,95.96,93.54,94.75,60927449
2022-11-30,97.02,97.17,94.86,96.02,46724425
2022-12-01,95.52,95.83,94.36,95.1,77799955
2022-12-02,95.36,96.12,94.64,95.38,40879242
2022-12-05,99.76,100.33,99.38,99.86,86561578
2022-12-06,99.57,99.78,99.74,99.76,79040248
2022-12-07,102.56,102.65,101.17,101.91,85052061
2022-12-08,100.36,101.34,100.05,100.7,65081271
2022-12-09,100.74,101.1,100.33,100.72,274577510
2022-12-12,104.03,104.65,103.36,104.01,138177045
2022-12-13,102.64,103.03,102.8,102.92,48748403
2022-12-14,105.57,108.13,104.58,106.36,88026391
2022-12-15,107.98,109.24,106.35,107.8,62883699
2022-12-16,106.76,108.48,105.1,106.79,53447376
2022-12-19,108.38,108.28,107.9,108.09,46920778
2022-12-20,109.75,110.13,110.01,110.07,95333008
2022-12-21,112.12,111.6,111.18,111.39,61064907
2022-12-22,107.82,108.62,108.05,108.33,118110408
2022-12-23,107.99,107.26,106.74,107.0,119343074
2022-12-26,105.6,108.32,104.89,106.61,138941807
2022-12-27,106.8,108.39,104.71,106.55,57027564
2022-12-28,108.1,108.79,106.86,107.83,96992696
2022-12-29,107.79,108.38,108.14,108.26,103282828
2022-12-30,105.98,107.62,103.87,105.74,66341667
2023-01-02,107.29,106.75,106.35,106.55,58896440
2023-01-03,106.52,109.74,105.87,107.81,152672897
2023-01-04,109.28,109.0,108.95,108.98,87837436
2023-01-05,109.69,111.46,110.91,111.19,103428085
2023-01-06,112.36,114.48,111.41,112.94,57723192
2023-01-09,114.97,114.73,113.21,113.97,49243415
2023-01-10,113.56,114.38,113.45,113.92,63861043
2023-01-11,109.9,110.98,110.22,110.6,76315868
2023-01-12,111.43,113.09,110.0,111.54,52394490
2023-01-13,113.3,112.73,111.38,112.05,79882077
2023-01-16,111.57,114.04,111.34,112.69,40816538
2023-01-17,109.56,110.48,109.9,110.19,51237437
2023-01-18,109.01,108.71,107.55,108.13,104883891
2023-01-19,111.38,111.63,108.91,110.27,102105403
2023-01-20,110.22,112.16,108.4,110.28,68562019
2023-01-23,110.97,112.94,110.5,111.72,53377201
2023-01-24,113.13,112.85,110.89,111.87,53171791
2023-01-25,112.98,113.54,110.49,112.02,69074259
2023-01-26,114.42,114.29,113.71,114.0,103782445
2023-01-27,112.53,113.6,112.46,113.03,116255193
2023-01-30,113.29,114.52,112.11,113.32,65751122
2023-01-31,112.37,112.56,112.37,112.46,50556547
2023-02-01,111.87,112.06,111.29,111.67,89266555
2023-02-02,112.01,111.32,110.96,111.14,57689515
2023-02-03,112.21,112.68,110.67,111.67,65182327
2023-02-06,110.16,113.3,108.3,110.8,136264776
2023-02-07,114.24,115.36,111.43,113.39,111646274
2023-02-08,111.85,111.88,111.44,111.66,85428448
2023-02-09,111.79,113.81,108.94,111.37,48217491
2023-02-10,111.46,110.59,110.57,110.58,87273605
2023-02-13,112.87,113.78,113.32,113.55,122676690
2023-02-14,114.02,114.48,113.6,114.04,69008934
2023-02-15,115.92,116.48,116.02,116.25,137680402
2023-02-16,112.28,114.91,111.56,113.24,134503141
2023-02-17,114.08,116.59,111.15,113.87,156019745
2023-02-20,117.36,117.7,113.87,115.79,90612003
2023-02-21,114.9,117.83,114.26,116.05,101437832
2023-02-22,118.35,118.71,118.03,118.37,141198168
2023-02-23,117.77,117.9,116.82,117.36,95913526
2023-02-24,120.51,121.2,119.67,120.43,65627564
2023-02-27,125.43,127.68,123.35,125.51,67025443
2023-02-28,123.92,125.42,124.17,124.79,88226857
2023-03-01,124.05,126.6,121.18,123.89,47859272
2023-03-02,126.71,129.1,125.36,127.23,75730870
2023-03-03,129.4,131.22,130.68,130.95,124351009
2023-03-06,130.66,130.75,128.89,129.82,33381034
2023-03-07,129.61,129.54,128.35,128.95,148158446
2023-03-08,128.43,128.42,128.37,128.39,125642318
2023-03-09,125.54,126.26,124.52,125.39,66725260
2023-03-10,124.13,124.07,122.77,123.42,99668110
2023-03-13,121.43,123.65,118.92,121.28,80298306
2023-03-14,120.29,119.95,119.46,119.71,131168871
2023-03-15,119.53,120.66,118.8,119.73,118814410
2023-03-16,121.18,122.01,118.65,120.33,45808110
2023-03-17,124.0,125.06,122.5,123.78,101432586
2023-03-20,121.78,122.28,121.04,121.66,73864940
2023-03-21,123.06,125.9,121.92,123.91,82898956
2023-03-22,123.72,124.01,123.06,123.53,59932605
2023-03-23,122.96,123.94,123.1,123.52,161377165
2023-03-24,124.69,125.12,125.12,125.12,121572910
2023-03-27,122.15,124.35,121.03,122.69,59655179
2023-03-28,122.92,124.44,122.83,123.63,47023392
2023-03-29,125.53,125.29,122.92,124.1,68732378
2023-03-30,126.2,125.91,124.69,125.3,95420219
2023-03-31,127.36,126.69,125.41,126.05,88285137
2023-04-03,130.86,132.1,131.35,131.73,132388737
2023-04-04,130.37,130.93,129.7,130.32,109997466
2023-04-05,128.28,129.27,129.09,129.18,118192783
2023-04-06,127.35,130.73,124.93,127.83,91398731
2023-04-07,126.03,126.99,126.32,126.66,46005913
2023-04-10,126.14,125.79,124.82,125.3,74158895
2023-04-11,127.81,128.98,127.19,128.09,122550763
2023-04-12,132.22,132.52,130.41,131.46,78561383
2023-04-13,130.64,130.47,129.96,130.22,98074323
2023-04-14,129.97,129.27,127.47,128.37,70597174
2023-04-17,128.53,131.41,127.72,129.56,53120594
2023-04-18,129.25,130.35,126.41,128.38,76336547
2023-04-19,130.75,130.79,129.1,129.95,90749995
2023-04-20,129.84,133.15,127.89,130.52,61695707
2023-04-21,127.76,128.45,125.68,127.07,72981424
2023-04-24,130.95,131.67,129.74,130.71,55075454
2023-04-25,134.87,136.19,133.88,135.04,125485148
2023-04-26,133.06,136.5,130.81,133.66,71286512
2023-04-27,132.31,134.11,131.55,132.83,143393365
2023-04-28,135.1,135.37,131.87,133.62,147819004
2023-05-01,134.53,135.59,133.47,134.53,77639091
2023-05-02,136.81,136.26,136.21,136.23,53576468
2023-05-03,140.67,142.73,139.82,141.27,34817853
2023-05-04,140.34,141.56,140.32,140.94,44508252
2023-05-05,139.84,140.05,137.99,139.02,46291368
2023-05-08,134.69,135.84,135.53,135.68,139195203
2023-05-09,133.71,134.85,133.16,134.01,84000208
2023-05-10,134.06,136.89,131.17,134.03,93721840
2023-05-11,138.55,140.81,136.13,138.47,32993845
2023-05-12,137.16,139.69,134.89,137.29,49665119
2023-05-15,138.25,138.11,137.8,137.95,114356567
2023-05-16,138.54,139.36,136.68,138.02,89945064
2023-05-17,141.65,143.11,139.06,141.09,75611420
2023-05-18,146.83,147.92,147.31,147.62,100527003
2023-05-19,146.1,147.78,144.87,146.32,154286083
2023-05-22,146.09,145.35,144.95,145.15,73410902
2023-05-23,148.71,150.41,145.58,148.0,82453736
2023-05-24,148.82,152.28,147.58,149.93,86619781
2023-05-25,155.33,155.06,155.01,155.03,208790904
2023-05-26,155.11,158.91,154.67,156.79,34630920
2023-05-29,155.94,156.51,155.29,155.9,105401687
2023-05-30,159.3,159.19,156.17,157.68,76597814
2023-05-31,160.13,161.69,160.22,160.95,100604615
2023-06-01,162.72,168.06,158.86,163.46,61654142
2023-06-02,165.77,165.44,164.73,165.08,78641805
2023-06-05,166.98,169.18,167.59,168.39,106596819
2023-06-06,171.48,172.82,171.31,172.06,278565584
2023-06-07,177.05,178.84,174.13,176.48,110797467
2023-06-08,178.07,180.75,176.62,178.68,57126219
2023-06-09,178.06,179.6,176.98,178.29,67693188
2023-06-12,179.62,181.21,176.6,178.9,66894971
2023-06-13,183.35,186.45,179.42,182.93,39104289
2023-06-14,180.65,181.01,179.77,180.39,70277617
2023-06-15,181.4,182.72,180.74,181.73,107514000
2023-06-16,180.95,180.75,180.43,180.59,48172898
2023-06-19,180.71,181.51,180.15,180.83,121983099
2023-06-20,185.59,186.11,184.16,185.13,97475334
2023-06-21,185.42,187.27,184.56,185.92,59787470
2023-06-22,186.04,186.29,186.15,186.22,75783272
2023-06-23,180.84,183.95,179.68,181.81,151990522
2023-06-26,184.37,186.56,182.24,184.4,107544914
2023-06-27,185.87,188.06,185.32,186.69,80479533
2023-06-28,192.94,196.52,191.7,194.11,72923876
2023-06-29,193.46,194.58,191.8,193.19,82692844
2023-06-30,194.33,195.08,193.14,194.11,65351736
2023-07-03,195.96,198.77,191.49,195.13,34556291
2023-07-04,200.36,202.3,199.36,200.83,181519049
2023-07-05,201.09,203.23,198.06,200.64,85337965
2023-07-06,202.41,203.95,199.67,201.81,94042644
2023-07-07,204.67,205.21,203.16,204.18,78360999
2023-07-10,204.12,206.06,204.01,205.03,59766345
2023-07-11,203.71,205.27,201.83,203.55,74449396
2023-07-12,204.82,204.98,203.87,204.42,42297650
2023-07-13,208.54,209.88,207.19,208.54,199402230
2023-07-14,202.54,208.0,201.7,204.85,48944384
2023-07-17,205.68,209.36,201.64,205.5,53074836
2023-07-18,205.51,205.23,200.93,203.08,67247897
2023-07-19,207.21,207.8,207.42,207.61,134252147
2023-07-20,201.29,203.85,200.32,202.08,80664053
2023-07-21,200.62,202.01,198.42,200.21,48912604
2023-07-24,202.07,202.87,200.59,201.73,132452592
2023-07-25,208.91,208.52,206.64,207.58,107435395
2023-07-26,206.09,210.64,204.36,207.5,99470729
2023-07-27,206.4,207.03,204.15,205.59,106781334
2023-07-28,213.39,216.17,209.26,212.72,208979090
2023-07-31,207.18,209.7,204.99,207.34,192198251
2023-08-01,199.67,201.45,197.15,199.3,60934730
2023-08-02,202.16,201.87,200.21,201.04,153552639
2023-08-03,200.32,199.92,198.85,199.38,93480860
2023-08-04,194.67,200.1,191.66,195.88,97917742
2023-08-07,199.41,205.2,191.86,198.53,40755105
2023-08-08,199.49,200.87,198.26,199.56,74913576
2023-08-09,197.77,198.09,197.31,197.7,57937219
2023-08-10,193.37,194.41,192.18,193.3,111688413
2023-08-11,196.33,198.37,194.6,196.49,123090719
2023-08-14,200.23,199.63,198.26,198.95,34977146
2023-08-15,198.66,202.6,194.9,198.75,79493519
2023-08-16,204.27,206.03,205.0,205.51,125616553
2023-08-17,201.29,202.8,200.64,201.72,74426931
2023-08-18,196.53,197.75,194.93,196.34,107352187
2023-08-21,195.34,194.94,193.17,194.05,92291830
2023-08-22,194.68,195.81,192.29,194.05,91941594
2023-08-23,194.16,196.36,193.76,195.06,71949425
2023-08-24,196.97,195.54,193.19,194.36,49296698
2023-08-25,196.03,198.08,193.43,195.75,51207058
2023-08-28,192.82,192.41,190.59,191.5,106509102
2023-08-29,196.47,198.28,194.97,196.63,80823902
2023-08-30,197.06,197.47,195.52,196.5,75874794
2023-08-31,201.51,204.23,196.98,200.6,67689659
2023-09-01,203.33,202.01,201.99,202.0,70981118
2023-09-04,204.99,205.3,202.35,203.82,121906475
2023-09-05,207.05,208.51,203.65,206.08,70132885
2023-09-06,207.55,208.77,207.03,207.9,46902151
2023-09-07,209.83,212.06,208.89,210.48,107980445
2023-09-08,216.07,217.66,213.7,215.68,73887138
2023-09-11,217.71,217.3,215.93,216.61,81210763
2023-09-12,219.29,219.72,219.38,219.55,152554325
2023-09-13,220.64,222.97,215.78,219.37,79540411
2023-09-14,227.0,226.1,224.37,225.24,90031797
2023-09-15,221.57,224.81,220.53,222.67,50044872
2023-09-18,229.03,231.5,228.64,230.07,73451230
2023-09-19,229.91,231.33,228.84,230.09,102339923
2023-09-20,224.72,224.47,224.23,224.35,43049040
2023-09-21,224.41,225.06,225.03,225.04,86906035
2023-09-22,224.09,224.05,220.88,222.46,83496596
2023-09-25,226.53,227.71,224.3,226.01,81532720
2023-09-26,223.58,224.55,222.52,223.53,121431825
2023-09-27,220.2,223.1,220.74,221.92,91676387
2023-09-28,213.02,215.77,213.33,214.55,144852821
2023-09-29,213.3,217.93,208.02,212.97,53895858
2023-10-02,201.5,206.27,201.44,203.85,84678291
2023-10-03,199.29,199.23,197.18,198.2,82953163
2023-10-04,200.9,202.95,199.2,201.07,52289084
2023-10-05,207.65,205.61,202.55,204.08,117566889
2023-10-06,208.37,206.68,204.93,205.8,203234150
2023-10-09,202.19,204.7,200.07,202.39,79653582
2023-10-10,202.26,203.72,201.03,202.38,98150093
2023-10-11,203.61,204.02,201.03,202.52,82954878
2023-10-12,200.29,201.39,195.54,198.46,60283327
2023-10-13,202.19,206.66,201.32,203.99,38713382
2023-10-16,205.38,207.96,206.79,207.38,60471975
2023-10-17,206.02,207.54,205.89,206.72,45956995
2023-10-18,207.64,207.3,206.66,206.98,158559556
2023-10-19,208.48,211.91,203.94,207.93,76588395
2023-10-20,201.61,201.34,199.57,200.45,69834049
2023-10-23,198.43,201.94,197.5,199.72,114451479
2023-10-24,194.96,200.31,194.54,197.43,51202532
2023-10-25,194.92,197.22,190.84,194.03,59012177
2023-10-26,192.34,195.52,190.88,193.2,82410952
2023-10-27,197.43,200.96,198.25,199.61,121024988
2023-10-30,202.23,205.41,198.72,202.07,98019208
2023-10-31,201.01,201.31,198.99,200.15,88572329
2023-11-01,202.24,206.11,198.64,202.37,82742761
2023-11-02,207.12,210.14,205.13,207.63,94121244
2023-11-03,211.07,214.08,208.44,211.26,86934121
2023-11-06,211.23,212.01,211.3,211.65,53117186
2023-11-07,207.83,210.6,208.12,209.36,81689145
2023-11-08,211.34,212.52,211.79,212.16,52196423
2023-11-09,214.43,214.99,212.67,213.83,82840946
2023-11-10,217.82,220.07,214.82,217.44,66170203
2023-11-13,220.3,223.55,216.66,220.1,221460023
2023-11-14,223.23,225.31,223.57,224.44,78927656
2023-11-15,222.24,225.64,219.27,222.46,45731787
2023-11-16,225.23,228.93,226.89,227.91,76006385
2023-11-17,229.12,229.54,228.26,228.9,98714608
2023-11-20,239.47,240.11,235.16,237.64,156621962
2023-11-21,233.01,237.31,232.45,234.88,63352127
2023-11-22,241.64,243.3,241.5,242.4,42585688
2023-11-23,243.89,243.59,243.33,243.46,111188198
2023-11-24,242.43,240.89,240.72,240.8,46166293
2023-11-27,238.32,240.85,236.94,238.9,67358376
2023-11-28,236.82,238.3,237.12,237.71,72344631
2023-11-29,237.17,242.11,237.32,239.72,77994324
2023-11-30,242.3,244.49,239.84,242.16,105652480
2023-12-01,242.5,242.54,237.17,239.86,61009874
2023-12-04,240.3,244.73,235.16,239.94,71879976
2023-12-05,249.36,251.89,246.88,249.39,79740794
2023-12-06,257.79,261.5,253.18,257.34,85142695
2023-12-07,259.55,261.39,257.75,259.57,83397665
2023-12-08,258.81,260.19,259.72,259.95,95477608
2023-12-11,261.88,264.81,256.64,260.72,112395651
2023-12-12,264.13,266.44,261.19,263.81,93835484
2023-12-13,259.19,261.98,256.36,259.17,96151363
2023-12-14,256.81,258.75,257.59,258.17,42589177
2023-12-15,252.39,250.81,250.44,250.63,81824811
2023-12-18,253.53,254.6,250.66,252.63,97153525
2023-12-19,255.01,256.26,255.28,255.77,107346929
